image_path,label,file_name,file_size_kb,is_valid,width,height,channels
data\raw\Recyclable\glass_containers\late-illustration-jar-glass-canning-close-container-empty-bottle_80590-11487.jpg,recyclable,late-illustration-jar-glass-canning-close-container-empty-bottle_80590-11487.jpg,29.27,True,626,503,3
data\raw\Organic\coffee_tea_bags\Cinnamon_4_1080x.jpg,organic,Cinnamon_4_1080x.jpg,161.83,True,1080,1207,3
data\raw\Hazardous\pesticides\IMAGE_1651139094.webp,hazardous,IMAGE_1651139094.webp,110.58,True,1200,675,3
data\raw\Recyclable\paper_products\media2F31f2F31f4b7e5-1e39-42c4-a183-9d791928ee472FphpAWnYQQ.png,recyclable,media2F31f2F31f4b7e5-1e39-42c4-a183-9d791928ee472FphpAWnYQQ.png,61.18,True,676,744,3
data\raw\Hazardous\e-waste\FluorescentBulbs - Copy.jpg,hazardous,FluorescentBulbs - Copy.jpg,29.67,True,500,500,3
data\raw\Organic\kitchen_waste\11062b_3e2f304708c04f77b4a2eb0de9a532e1mv2.jpg,organic,11062b_3e2f304708c04f77b4a2eb0de9a532e1mv2.jpg,101.12,True,980,653,3
data\raw\Non-Recyclable\platics_bags_wrappers\LillianConnors_EasyWaystoRecyclePlasticBagsToday2.jpg,non-recyclable,LillianConnors_EasyWaystoRecyclePlasticBagsToday2.jpg,68.15,True,528,665,3
data\raw\Recyclable\cans_all_type\used-beverage-cans-aluminum-scrap-ubc--500x500.jpg,recyclable,used-beverage-cans-aluminum-scrap-ubc--500x500.jpg,82.76,True,500,450,3
data\raw\Non-Recyclable\stroform_product\square-paper-bowl-e1641526056341.jpg,non-recyclable,square-paper-bowl-e1641526056341.jpg,45.86,True,750,606,3
data\raw\Recyclable\glass_containers\431275_l.jpg,recyclable,431275_l.jpg,479.76,True,900,1200,3
data\raw\Organic\coffee_tea_bags\440-jaggery-hot-coffee-440gm-box-box-1-coffee-beans-foodia-original-imagmqtcjstu7ngm.jpeg,organic,440-jaggery-hot-coffee-440gm-box-box-1-coffee-beans-foodia-original-imagmqtcjstu7ngm.jpeg,256.88,True,820,1000,3
data\raw\Hazardous\e-waste\negative-side-of-compact-flourescent-bulbs-cfls - Copy.jpg,hazardous,negative-side-of-compact-flourescent-bulbs-cfls - Copy.jpg,29.8,True,1200,675,3
data\raw\Recyclable\plastic_bottles\Numbers_Behind_Water_Bottles2_099693d4-be78-45e8-bc4c-007319ffe0ac_1024x1024.jpg,recyclable,Numbers_Behind_Water_Bottles2_099693d4-be78-45e8-bc4c-007319ffe0ac_1024x1024.jpg,131.58,True,1024,683,3
data\raw\Hazardous\batteries\19.13.jpg,hazardous,19.13.jpg,224.29,True,2733,1049,3
data\raw\Hazardous\e-waste\e_waste_1572334975 - Copy.jpg,hazardous,e_waste_1572334975 - Copy.jpg,61.73,True,604,453,3
data\raw\Organic\food_scraps\Composting-1024x341-1.jpeg,organic,Composting-1024x341-1.jpeg,91.63,True,1024,341,3
data\raw\Non-Recyclable\platics_bags_wrappers\Sweet-wrappers-empty-1024x576.jpg,non-recyclable,Sweet-wrappers-empty-1024x576.jpg,114.65,True,1024,576,3
data\raw\Organic\yard_trimmings\MMRecycleYardLeavesAsMulch900x450min.jpg,organic,MMRecycleYardLeavesAsMulch900x450min.jpg,86.49,True,900,450,3
data\raw\Recyclable\cans_all_type\sheet-alu-cans-garbage.jpg,recyclable,sheet-alu-cans-garbage.jpg,166.17,True,910,683,3
data\raw\Recyclable\cans_all_type\food-can.jpg,recyclable,food-can.jpg,129.96,True,600,400,3
data\raw\Non-Recyclable\stroform_product\styrofoam-packing-peanutes-alternative-header.jpg,non-recyclable,styrofoam-packing-peanutes-alternative-header.jpg,69.86,True,1600,750,3
data\raw\Recyclable\cans_all_type\aluminum-cans-at-the-bottom-of-a-recycling-bin-EKXJ4B.jpg,recyclable,aluminum-cans-at-the-bottom-of-a-recycling-bin-EKXJ4B.jpg,282.39,True,1300,956,3
data\raw\Recyclable\cans_all_type\-metallic-can-drink-beer-soda-water-juice-packaging-empty-mock-up-1376178530.jpg,recyclable,-metallic-can-drink-beer-soda-water-juice-packaging-empty-mock-up-1376178530.jpg,441.56,True,1500,1300,3
data\raw\Organic\yard_trimmings\adding_leaves_to_compost_bin.jpg,organic,adding_leaves_to_compost_bin.jpg,59.25,True,250,337,3
data\raw\Recyclable\paper_products\cardboard-waste-paper-scrap-645.jpg,recyclable,cardboard-waste-paper-scrap-645.jpg,80.33,True,500,408,3
data\raw\Recyclable\glass_containers\glass-recycling-header.jpg,recyclable,glass-recycling-header.jpg,47.56,True,900,300,3
data\raw\Recyclable\paper_products\51DLHKxostL._SR6002C315_PIWhiteStrip2CBottomLeft2C02C35_SCLZZZZZZZ_FMpng_BG2552C2552C255.jpg,recyclable,51DLHKxostL._SR6002C315_PIWhiteStrip2CBottomLeft2C02C35_SCLZZZZZZZ_FMpng_BG2552C2552C255.jpg,213.67,True,600,350,3
data\raw\Organic\yard_trimmings\bag-of-leaves.jpg,organic,bag-of-leaves.jpg,116.58,True,1200,629,3
data\raw\Hazardous\e-waste\e-waste-e-waste-old-mobile-phones-battery-isolated-white-background-177536164 - Copy.jpg,hazardous,e-waste-e-waste-old-mobile-phones-battery-isolated-white-background-177536164 - Copy.jpg,40.14,True,800,534,3
data\raw\Organic\egg_shells\Eggshells-scaled.jpg,organic,Eggshells-scaled.jpg,377.47,True,2560,1707,3
data\raw\Hazardous\pesticides\Screen-Shot-2018-05-16-at-7.33.54-PM.png,hazardous,Screen-Shot-2018-05-16-at-7.33.54-PM.png,537.01,True,701,283,3
data\raw\Recyclable\cans_all_type\ghows-PJ-3530caa6-cb6f-4a83-e053-0100007f7d97-e82199ad.jpeg,recyclable,ghows-PJ-3530caa6-cb6f-4a83-e053-0100007f7d97-e82199ad.jpeg,55.84,True,700,658,3
data\raw\Hazardous\e-waste\lamps - Copy.jpg,hazardous,lamps - Copy.jpg,31.63,True,580,369,3
data\raw\Organic\food_scraps\stock-photo-vegetable-food-scraps-1895608405.jpg,organic,stock-photo-vegetable-food-scraps-1895608405.jpg,1698.03,True,1002,1600,3
data\raw\Hazardous\e-waste\s-devices-and-used-electronic-components-intended-for-waste-disposal-2F3X0P0 - Copy.jpg,hazardous,s-devices-and-used-electronic-components-intended-for-waste-disposal-2F3X0P0 - Copy.jpg,119.09,True,1300,956,3
data\raw\Hazardous\paints\used_paint_cans.jpg,hazardous,used_paint_cans.jpg,180.47,True,850,567,3
data\raw\Organic\kitchen_waste\Plant-based-nuggets-1024x536.jpg,organic,Plant-based-nuggets-1024x536.jpg,66.35,True,1024,536,3
data\raw\Non-Recyclable\diapers\less-plastic-nappy-sticker_diapers-v3.jpg,non-recyclable,less-plastic-nappy-sticker_diapers-v3.jpg,187.24,True,1080,1080,3
data\raw\Hazardous\e-waste\electronic-waste-electronic-waste-old-computers-monitors-other-devices-to-recycle-109977003.jpg,hazardous,electronic-waste-electronic-waste-old-computers-monitors-other-devices-to-recycle-109977003.jpg,102.68,True,800,534,3
data\raw\Recyclable\cans_all_type\aluminum-cans-in-recycling-kon-tum-vietnam-KJJ5CJ.jpg,recyclable,aluminum-cans-in-recycling-kon-tum-vietnam-KJJ5CJ.jpg,343.59,True,1300,956,3
data\raw\Organic\yard_trimmings\Compost-bin.shutterstock_156179246.jpg,organic,Compost-bin.shutterstock_156179246.jpg,8693.88,True,3888,2592,3
data\raw\Hazardous\pesticides\A-schematic-view-of-the-pesticide-cycle-in-an-ecosystem.png,hazardous,A-schematic-view-of-the-pesticide-cycle-in-an-ecosystem.png,187.17,True,850,592,3
data\raw\Non-Recyclable\diapers\image-asset.jpeg,non-recyclable,image-asset.jpeg,1457.24,True,2500,1957,3
data\raw\Organic\egg_shells\HowtoGrindEggshellsforPlants_f6ebf5dc8c7ff2ee2d9fb6778a9bf612_2000.jpeg,organic,HowtoGrindEggshellsforPlants_f6ebf5dc8c7ff2ee2d9fb6778a9bf612_2000.jpeg,224.28,True,1200,900,3
data\raw\Organic\egg_shells\egg-shells-1622966061-5849297.jpeg,organic,egg-shells-1622966061-5849297.jpeg,60.66,True,800,533,3
data\raw\Non-Recyclable\platics_bags_wrappers\upcycling-amita-deshpande.jpg,non-recyclable,upcycling-amita-deshpande.jpg,52.67,True,660,333,3
data\raw\Non-Recyclable\sanitary_napkin\Medical-Waste-full-width-1600x900.jpg,non-recyclable,Medical-Waste-full-width-1600x900.jpg,140.95,True,1600,900,3
data\raw\Organic\coffee_tea_bags\ee-beans-turkish-coffee-pot-cartoon-illustrations-set-for-coffee-shop-vector.jpg,organic,ee-beans-turkish-coffee-pot-cartoon-illustrations-set-for-coffee-shop-vector.jpg,445.29,True,1902,1920,3
data\raw\Non-Recyclable\diapers\disposable-baby-diapers.jpg,non-recyclable,disposable-baby-diapers.jpg,141.32,True,1566,1392,3
data\raw\Organic\coffee_tea_bags\6_e1bf33f9-cb52-45ad-a2e4-8ff8b2f6dd6d_1800x.jpg,organic,6_e1bf33f9-cb52-45ad-a2e4-8ff8b2f6dd6d_1800x.jpg,160.57,True,1800,1800,3
data\raw\Hazardous\e-waste\fluorescent-lightbulb-abstract-15600002.jpg,hazardous,fluorescent-lightbulb-abstract-15600002.jpg,43.97,True,622,900,3
data\raw\Hazardous\e-waste\lamps.jpg,hazardous,lamps.jpg,31.63,True,580,369,3
data\raw\Non-Recyclable\platics_bags_wrappers\Films-home-bread-bags-etc.jpg,non-recyclable,Films-home-bread-bags-etc.jpg,1611.89,True,1398,1383,3
data\raw\Organic\yard_trimmings\garden-worker-trimming-trees-with-scissors-yard_732190-2450.jpg,organic,garden-worker-trimming-trees-with-scissors-yard_732190-2450.jpg,84.68,True,626,417,3
data\raw\Organic\coffee_tea_bags\coffee-grounds.jpg,organic,coffee-grounds.jpg,1608.38,True,2121,1414,3
data\raw\Recyclable\plastic_bottles\How-Much-Money-Is-There-In-Plastic-Bottles.png,recyclable,How-Much-Money-Is-There-In-Plastic-Bottles.png,1219.16,True,1004,590,3
data\raw\Hazardous\e-waste\5g-internet-race-huawei-04 - Copy.jpg,hazardous,5g-internet-race-huawei-04 - Copy.jpg,1228.46,True,2400,1600,3
data\raw\Non-Recyclable\sanitary_napkin\menstrual-hygiene-products.jpg,non-recyclable,menstrual-hygiene-products.jpg,34.96,True,1100,736,3
data\raw\Recyclable\glass_containers\18-How-to-Clean-and-Sanitize-Glass-Bottles-For-Reuse-XX-steps-1024x538.jpg,recyclable,18-How-to-Clean-and-Sanitize-Glass-Bottles-For-Reuse-XX-steps-1024x538.jpg,52.42,True,1024,538,3
data\raw\Non-Recyclable\diapers\100-cotton-huggies-advanced-ultra-absorbent-disposable-baby-diapers-pants-103.jpg,non-recyclable,100-cotton-huggies-advanced-ultra-absorbent-disposable-baby-diapers-pants-103.jpg,53.14,True,403,500,3
data\raw\Hazardous\paints\ppe42a14c4_06.png,hazardous,ppe42a14c4_06.png,565.5,True,794,312,3
data\raw\Hazardous\e-waste\800px-Ewaste-pile - Copy.jpg,hazardous,800px-Ewaste-pile - Copy.jpg,188.29,True,800,1067,3
data\raw\Organic\yard_trimmings\lawn-clippings-.jpg,organic,lawn-clippings-.jpg,86.58,True,700,467,3
data\raw\Hazardous\e-waste\hazardous-waste-wooden-background-74234943 - Copy.jpg,hazardous,hazardous-waste-wooden-background-74234943 - Copy.jpg,298.61,True,1600,1157,3
data\raw\Organic\food_scraps\20120223174847-1_0.jpg,organic,20120223174847-1_0.jpg,451.47,True,900,506,3
data\raw\Hazardous\e-waste\02bulb-web2-1454343899851-superJumbo - Copy.jpg,hazardous,02bulb-web2-1454343899851-superJumbo - Copy.jpg,158.42,True,1955,2048,3
data\raw\Hazardous\e-waste\e-waste-recycling-law-1.jpg,hazardous,e-waste-recycling-law-1.jpg,44.11,True,400,300,3
data\raw\Hazardous\batteries\inf212000-fig-0001-m.jpg,hazardous,inf212000-fig-0001-m.jpg,847.78,True,2128,2161,3
data\raw\Organic\kitchen_waste\Screen_Shot_2022-11-07_at_11.19.24_PM_480x480.png,organic,Screen_Shot_2022-11-07_at_11.19.24_PM_480x480.png,471.75,True,480,478,3
data\raw\Non-Recyclable\diapers\file-20221019-22-gy6i0u.jpg,non-recyclable,file-20221019-22-gy6i0u.jpg,171.96,True,1920,1280,3
data\raw\Recyclable\glass_containers\Types-of-Packaging-Glass-Bottles-Feature-Image.jpg,recyclable,Types-of-Packaging-Glass-Bottles-Feature-Image.jpg,181.54,True,1200,628,3
data\raw\Hazardous\paints\Trex-6.jpg,hazardous,Trex-6.jpg,36.55,True,1024,768,3
data\raw\Hazardous\e-waste\e-waste-recycling-law-1 - Copy.jpg,hazardous,e-waste-recycling-law-1 - Copy.jpg,44.11,True,400,300,3
data\raw\Recyclable\glass_containers\zero-waste-home.jpg.webp,recyclable,zero-waste-home.jpg.webp,45.08,True,1000,691,3
data\raw\Non-Recyclable\platics_bags_wrappers\Why-Are-Plastic-Bags-Bad-for-The-Environment.jpg,non-recyclable,Why-Are-Plastic-Bags-Bad-for-The-Environment.jpg,42.79,True,700,467,3
data\raw\Recyclable\cans_all_type\200114-compostable-packaging-cups-utensils-plates.pla-plastic-waste-pollution-3-salad.jpg,recyclable,200114-compostable-packaging-cups-utensils-plates.pla-plastic-waste-pollution-3-salad.jpg,633.37,True,1200,801,3
data\raw\Non-Recyclable\stroform_product\burgers-2.jpg,non-recyclable,burgers-2.jpg,130.6,True,1080,737,3
data\raw\Recyclable\cans_all_type\metal-tin-can-isolated-food-lying-its-side-composition-over-white-background-74439654.jpg,recyclable,metal-tin-can-isolated-food-lying-its-side-composition-over-white-background-74439654.jpg,94.63,True,1600,1690,3
data\raw\Non-Recyclable\platics_bags_wrappers\arkets-for-kitchen-waste-household-plastic-waste-single-use-plastics-2E25P3N.jpg,non-recyclable,arkets-for-kitchen-waste-household-plastic-waste-single-use-plastics-2E25P3N.jpg,208.42,True,1300,956,3
data\raw\Organic\food_scraps\585639-indiafood-poverty.jpg,organic,585639-indiafood-poverty.jpg,29.89,True,700,400,3
data\raw\Organic\egg_shells\broken-eggs-1711144_1920.jpg,organic,broken-eggs-1711144_1920.jpg,289.77,True,1920,1280,3
data\raw\Organic\food_scraps\HOW-CAN-WE-HELP-1.jpg,organic,HOW-CAN-WE-HELP-1.jpg,216.08,True,700,495,3
data\raw\Recyclable\plastic_bottles\Featured-Image-Coca-Cola-Update-e1680790895392.jpg,recyclable,Featured-Image-Coca-Cola-Update-e1680790895392.jpg,103.46,True,1440,810,3
data\raw\Hazardous\e-waste\electonic-waste.jpg,hazardous,electonic-waste.jpg,147.74,True,1200,900,3
data\raw\Non-Recyclable\ceramic_product\DsixVthXoAAJ_eE.jpg,non-recyclable,DsixVthXoAAJ_eE.jpg,113.9,True,1200,676,3
data\raw\Non-Recyclable\sanitary_napkin\1-s2.0-S0160412020303494-ga1.jpg,non-recyclable,1-s2.0-S0160412020303494-ga1.jpg,35.74,True,338,200,3
data\raw\Hazardous\batteries\image-2-716x1024.png,hazardous,image-2-716x1024.png,899.53,True,716,1024,3
data\raw\Non-Recyclable\platics_bags_wrappers\Crisp-packets-800x450.jpg,non-recyclable,Crisp-packets-800x450.jpg,109.4,True,800,450,3
data\raw\Organic\yard_trimmings\ypark_002.jpg,organic,ypark_002.jpg,137.35,True,637,650,3
data\raw\Hazardous\batteries\Alkaline-Batteries-What-Battery-Suppliers-Consider-Their-Advantages--e1538514638890.jpg,hazardous,Alkaline-Batteries-What-Battery-Suppliers-Consider-Their-Advantages--e1538514638890.jpg,110.34,True,800,715,3
data\raw\Organic\coffee_tea_bags\teabag.jpg,organic,teabag.jpg,73.02,True,640,480,3
data\raw\Non-Recyclable\diapers\HNCH4010_Disposal-Diaper-Test-Package.png,non-recyclable,HNCH4010_Disposal-Diaper-Test-Package.png,230.61,True,593,675,3
data\raw\Hazardous\e-waste\Namo-Blog_Cover-7-1024x536 - Copy.jpg,hazardous,Namo-Blog_Cover-7-1024x536 - Copy.jpg,67.67,True,1024,536,3
data\raw\Organic\food_scraps\190726-compost-al-1416.jpg,organic,190726-compost-al-1416.jpg,2506.74,True,2500,1667,3
data\raw\Hazardous\batteries\Different-Types-of-Batteries.jpg,hazardous,Different-Types-of-Batteries.jpg,77.79,True,1200,732,3
data\raw\Organic\yard_trimmings\yard-waste-removal_1.jpg,organic,yard-waste-removal_1.jpg,245.35,True,1000,750,3
data\raw\Hazardous\e-waste\E-Waste-Management-in-India-2016-Rules-Challenges-upsc-ias-essay3-e1559907374322.jpg,hazardous,E-Waste-Management-in-India-2016-Rules-Challenges-upsc-ias-essay3-e1559907374322.jpg,30.36,True,550,318,3
data\raw\Hazardous\e-waste\stock-photo-pile-of-light-bulbs-energy-saving-diode-glass-etc-recycling-clutter-745555078 - Copy.jpg,hazardous,stock-photo-pile-of-light-bulbs-energy-saving-diode-glass-etc-recycling-clutter-745555078 - Copy.jpg,565.8,True,1500,1101,3
data\raw\Non-Recyclable\ceramic_product\Kintsugi-Card.png,non-recyclable,Kintsugi-Card.png,569.42,True,800,600,3
data\raw\Non-Recyclable\diapers\cloth-diapers-vs-disposable-diapers-comparison.jpg,non-recyclable,cloth-diapers-vs-disposable-diapers-comparison.jpg,66.64,True,1199,626,3
data\raw\Hazardous\e-waste\abfall-ressourcen_produktverantwortung_elektronikaltgeraete_foto_fernseher-berg.jpg,hazardous,abfall-ressourcen_produktverantwortung_elektronikaltgeraete_foto_fernseher-berg.jpg,143.94,True,800,400,3
data\raw\Hazardous\paints\Water-Based-Paints-vs-Solvent-Based-Paints.jpg,hazardous,Water-Based-Paints-vs-Solvent-Based-Paints.jpg,270.05,True,1920,1080,3
data\raw\Hazardous\e-waste\1464951746_U1GPlR_e-waste-IndiaBLO-870.jpg,hazardous,1464951746_U1GPlR_e-waste-IndiaBLO-870.jpg,116.25,True,870,470,3
data\raw\Organic\food_scraps\top-view-trash-cooking-concept_23-2149056484.jpg,organic,top-view-trash-cooking-concept_23-2149056484.jpg,98.83,True,626,418,3
data\raw\Recyclable\glass_containers\51KO9Np8h0L.jpg,recyclable,51KO9Np8h0L.jpg,43.2,True,1000,1000,3
data\raw\Hazardous\batteries\spent-batteries-CNBG3H.jpg,hazardous,spent-batteries-CNBG3H.jpg,319.1,True,1300,958,3
data\raw\Recyclable\cans_all_type\food-tin-can-on-white-CYBBCA.jpg,recyclable,food-tin-can-on-white-CYBBCA.jpg,69.1,True,975,1390,3
data\raw\Non-Recyclable\diapers\pies-environmental-impact-disposable-diapers-pollution-environment-235596045.jpg,non-recyclable,pies-environmental-impact-disposable-diapers-pollution-environment-235596045.jpg,113.16,True,1600,1155,3
data\raw\Non-Recyclable\ceramic_product\1f962803384fdb322c4df8ad882b6176.jpg,non-recyclable,1f962803384fdb322c4df8ad882b6176.jpg,684.12,True,3000,2250,3
data\raw\Hazardous\e-waste\r-illustrations-set-different-lightbulb-types-with-various-shapes-2035328045 - Copy.jpg,hazardous,r-illustrations-set-different-lightbulb-types-with-various-shapes-2035328045 - Copy.jpg,104.11,True,1500,700,3
data\raw\Hazardous\e-waste\Fluorescent-Bulbs-in-Trash-1-1024x683 - Copy.jpg,hazardous,Fluorescent-Bulbs-in-Trash-1-1024x683 - Copy.jpg,42.81,True,1024,683,3
data\raw\Non-Recyclable\sanitary_napkin\Types-of-sanitary-products-used-by-women-during-menstruation-are-a-reusable-cloth-pads.jpg,non-recyclable,Types-of-sanitary-products-used-by-women-during-menstruation-are-a-reusable-cloth-pads.jpg,67.02,True,660,420,3
data\raw\Recyclable\paper_products\Recycled_Paper_Towels_2_600x600.png,recyclable,Recycled_Paper_Towels_2_600x600.png,117.96,True,600,200,3
data\raw\Non-Recyclable\stroform_product\Styrofoam-packaging-peauts-200221.jpg,non-recyclable,Styrofoam-packaging-peauts-200221.jpg,75.94,True,560,400,3
data\raw\Recyclable\cans_all_type\recycle-aluminum-metal-crushed-can-waste-background_293060-14712.jpg,recyclable,recycle-aluminum-metal-crushed-can-waste-background_293060-14712.jpg,109.86,True,626,417,3
data\raw\Recyclable\cans_all_type\689FD0DE-90E7-4492-BE26174EC02EF19F_source.jpg,recyclable,689FD0DE-90E7-4492-BE26174EC02EF19F_source.jpg,1058.87,True,2400,1602,3
data\raw\Organic\egg_shells\EggshellsGardening-3.jpg,organic,EggshellsGardening-3.jpg,1244.99,True,1667,2500,3
data\raw\Non-Recyclable\platics_bags_wrappers\03222022_tzr_tzr_182048.jpg,non-recyclable,03222022_tzr_tzr_182048.jpg,292.52,True,1560,1002,3
data\raw\Hazardous\batteries\alkaline-batteries-for-recyling.jpg,hazardous,alkaline-batteries-for-recyling.jpg,154.02,True,600,387,3
data\raw\Recyclable\plastic_bottles\veragepepsiplastic-bottlelogopromotion-throwbackmade-with-real-sugar-2J30PJ3.jpg,recyclable,veragepepsiplastic-bottlelogopromotion-throwbackmade-with-real-sugar-2J30PJ3.jpg,124.58,True,866,1390,3
data\raw\Non-Recyclable\ceramic_product\broken-glass-mosaic-tile-decoration-in-park-guell-barcelona-spain-1017069073.jpg,non-recyclable,broken-glass-mosaic-tile-decoration-in-park-guell-barcelona-spain-1017069073.jpg,2618.15,True,1500,1222,3
data\raw\Non-Recyclable\ceramic_product\Glass-Recycling-Process-InContent.png,non-recyclable,Glass-Recycling-Process-InContent.png,32.01,True,625,600,3
data\raw\Hazardous\paints\10123-cover-barrel.jpg,hazardous,10123-cover-barrel.jpg,733.96,True,2400,1600,3
data\raw\Hazardous\e-waste\AdobeStock_271026267 - Copy.jpeg,hazardous,AdobeStock_271026267 - Copy.jpeg,215.31,True,1200,675,3
data\raw\Hazardous\e-waste\e-waste-3 - Copy.jpg,hazardous,e-waste-3 - Copy.jpg,60.93,True,735,653,3
data\raw\Organic\egg_shells\Engravings-on-ostrich-eggshell-fragment-Patne-western-India-early-Upper-Palaeolithic.png,organic,Engravings-on-ostrich-eggshell-fragment-Patne-western-India-early-Upper-Palaeolithic.png,70.03,True,467,319,3
data\raw\Non-Recyclable\stroform_product\1cd-600x600.png,non-recyclable,1cd-600x600.png,200.75,True,600,600,3
data\raw\Organic\food_scraps\iStock-1310811753.jpg,organic,iStock-1310811753.jpg,404.96,True,1253,836,3
data\raw\Hazardous\paints\sca-journal-05oct2018-fa-hazmat-page-0001.jpg,hazardous,sca-journal-05oct2018-fa-hazmat-page-0001.jpg,1309.91,True,1241,1754,3
data\raw\Hazardous\e-waste\e-waste-policy-recast-to-focus-on-no-of-products-recycled.jpg,hazardous,e-waste-policy-recast-to-focus-on-no-of-products-recycled.jpg,145.46,True,1600,660,3
data\raw\Organic\yard_trimmings\raking-feature.jpg,organic,raking-feature.jpg,91.24,True,1000,667,3
data\raw\Recyclable\plastic_bottles\coca-cola-recycled-plastic-news_dezeen_2364_sq.jpg,recyclable,coca-cola-recycled-plastic-news_dezeen_2364_sq.jpg,697.76,True,2364,2364,3
data\raw\Hazardous\e-waste\Intro-to-E-Waste.jpg,hazardous,Intro-to-E-Waste.jpg,35.42,True,695,395,3
data\raw\Organic\kitchen_waste\87076af8a4cad8874f37b27d9c86b325.jpg,organic,87076af8a4cad8874f37b27d9c86b325.jpg,88.23,True,736,1104,3
data\raw\Non-Recyclable\stroform_product\styrofoam2.jpg,non-recyclable,styrofoam2.jpg,38.37,True,665,443,3
data\raw\Organic\egg_shells\making-faces-on-eggshell.jpg,organic,making-faces-on-eggshell.jpg,54.99,True,500,375,3
data\raw\Organic\egg_shells\1000_F_523577764_HniZM09ls0H3vw7i0DXikSEzdasvzmoy.jpg,organic,1000_F_523577764_HniZM09ls0H3vw7i0DXikSEzdasvzmoy.jpg,406.55,True,1000,720,3
data\raw\Organic\yard_trimmings\accectable-bags.webp,organic,accectable-bags.webp,52.94,True,850,668,3
data\raw\Organic\food_scraps\un-food-waste-2013-feature_1474021852.jpg,organic,un-food-waste-2013-feature_1474021852.jpg,118.66,True,725,398,3
data\raw\Non-Recyclable\ceramic_product\09928-cover-opener.jpg,non-recyclable,09928-cover-opener.jpg,799.91,True,2400,1602,3
data\raw\Hazardous\e-waste\spiral-20-23-watt-cfl-bulbs - Copy.jpg,hazardous,spiral-20-23-watt-cfl-bulbs - Copy.jpg,209.42,True,3177,6008,3
data\raw\Hazardous\pesticides\the-complete-technology-book-on-pesticides-insecticides-fungicides-and-herbicides-500x500.jpg,hazardous,the-complete-technology-book-on-pesticides-insecticides-fungicides-and-herbicides-500x500.jpg,65.31,True,500,489,3
data\raw\Hazardous\paints\p1dnoa0gj61o916ae19thirg155k6.jpg.optimal.jpg,hazardous,p1dnoa0gj61o916ae19thirg155k6.jpg.optimal.jpg,43.24,True,644,315,3
data\raw\Organic\egg_shells\2020_04_lead_eggshells-on-table_shutterstock_201335783.jpg,organic,2020_04_lead_eggshells-on-table_shutterstock_201335783.jpg,444.89,True,1596,830,3
data\raw\Recyclable\cans_all_type\596eff58-ab51-4fb7-a35b-94d5158d0ed9-cream-brocolli-soup.jpg,recyclable,596eff58-ab51-4fb7-a35b-94d5158d0ed9-cream-brocolli-soup.jpg,151.3,True,940,625,3
data\raw\Recyclable\cans_all_type\Figure-1_can-coatings-2.png,recyclable,Figure-1_can-coatings-2.png,75.77,True,1249,439,3
data\raw\Organic\food_scraps\Organic-food-waste-scaled-1.jpeg,organic,Organic-food-waste-scaled-1.jpeg,507.13,True,2560,1709,3
data\raw\Recyclable\glass_containers\HOW-TO-RE-USE-GLASS-JARS-AND-BOTTLES.jpg,recyclable,HOW-TO-RE-USE-GLASS-JARS-AND-BOTTLES.jpg,220.32,True,1000,1500,3
data\raw\Non-Recyclable\platics_bags_wrappers\lawn-in-a-park-concept-of-cleaning-up-and-respecting-the-environment-2J44BG3.jpg,non-recyclable,lawn-in-a-park-concept-of-cleaning-up-and-respecting-the-environment-2J44BG3.jpg,252.81,True,1300,956,3
data\raw\Organic\egg_shells\top-view-trash-cooking-concept_1_700x.jpg,organic,top-view-trash-cooking-concept_1_700x.jpg,30.38,True,700,392,3
data\raw\Recyclable\paper_products\maxresdefault.jpg,recyclable,maxresdefault.jpg,151.09,True,1280,720,3
data\raw\Organic\yard_trimmings\Yard-Waste-101.jpg,organic,Yard-Waste-101.jpg,5426.46,True,4795,3720,3
data\raw\Hazardous\e-waste\New-RepBan_Guide-FluorescentBulbs_2008 - Copy.jpg,hazardous,New-RepBan_Guide-FluorescentBulbs_2008 - Copy.jpg,100.28,True,1280,720,3
data\raw\Recyclable\plastic_bottles\depositphotos_17414663-stock-photo-little-bottle-of-soda.jpg,recyclable,depositphotos_17414663-stock-photo-little-bottle-of-soda.jpg,43.61,True,559,1023,3
data\raw\Organic\egg_shells\GettyImages-1288209464-e1680536099894.jpg,organic,GettyImages-1288209464-e1680536099894.jpg,443.21,True,2011,1342,3
data\raw\Non-Recyclable\ceramic_product\tion-broken-glass-mosaic-broken-ceramic-tiles-as-crazy-background-for-paving.jpg,non-recyclable,tion-broken-glass-mosaic-broken-ceramic-tiles-as-crazy-background-for-paving.jpg,335.32,True,1300,866,3
data\raw\Recyclable\plastic_bottles\1600x960_205472-untitled-design-2021-10-26t214840301.jpg,recyclable,1600x960_205472-untitled-design-2021-10-26t214840301.jpg,30.44,True,1600,960,3
data\raw\Organic\yard_trimmings\yard-waste-paper-bag-AdobeStock_14631106-600x400.jpg,organic,yard-waste-paper-bag-AdobeStock_14631106-600x400.jpg,74.84,True,600,400,3
data\raw\Hazardous\paints\CONTGLAS.jpg,hazardous,CONTGLAS.jpg,30.63,True,510,394,3
data\raw\Hazardous\e-waste\1-s2.0-S2352186421006970-gr4.jpg,hazardous,1-s2.0-S2352186421006970-gr4.jpg,30.41,True,376,324,3
